EVENT,URL,DATE,LOCATION
UFC on FOX: Machida vs Rockhold,http://ufcstats.com/event-details/bc7cf284c1c2f16e,2015-04-18,"Newark, New Jersey, USA"
UFC Fight Night: Gonzaga vs Cro Cop 2,http://ufcstats.com/event-details/5de61b03868035ff,2015-04-11,"Krakow, Poland"
UFC Fight Night: Mendes vs Lamas,http://ufcstats.com/event-details/16d09e800ad7ec79,2015-04-04,"Fairfax, Virginia, USA"
UFC Fight Night: Maia vs LaFlare,http://ufcstats.com/event-details/fa534853eb195270,2015-03-21,"Rio de Janeiro, Brazil"
UFC 185: Pettis vs Dos Anjos,http://ufcstats.com/event-details/f54200f1dfb9b5d4,2015-03-14,"Dallas, Texas, USA"
UFC 184: Rousey vs Zingano,http://ufcstats.com/event-details/ad4e9055bf8cd04d,2015-02-28,"Los Angeles, California, USA"
UFC Fight Night: Bigfoot vs Mir,http://ufcstats.com/event-details/0577808d22dfe79c,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil"
UFC Fight Night: Henderson vs Thatch,http://ufcstats.com/event-details/f9c7fe2682af3802,2015-02-14,"Broomfield, Colorado, USA"
UFC 183: Silva vs Diaz,http://ufcstats.com/event-details/43563a32c3f10e95,2015-01-31,"Las Vegas, Nevada, USA"
UFC on FOX: Gustafsson vs Johnson,http://ufcstats.com/event-details/706404da0775dcbc,2015-01-24,"Stockholm, Sweden"
UFC Fight Night: McGregor vs Siver,http://ufcstats.com/event-details/f9aa6376ae16bfb4,2015-01-18,"Boston, Massachusetts, USA"
UFC 182: Jones vs Cormier,http://ufcstats.com/event-details/a72d260b436924c4,2015-01-03,"Las Vegas, Nevada, USA"
UFC Fight Night: Machida vs Dollaway,http://ufcstats.com/event-details/4e5bbc4566049cbf,2014-12-20,"Barueri, Sao Paulo, Brazil"
UFC on FOX: Dos Santos vs Miocic,http://ufcstats.com/event-details/d4a12dfa4067742f,2014-12-13,"Phoenix, Arizona, USA"
The Ultimate Fighter: A Champion Will Be Crowned Finale,http://ufcstats.com/event-details/222d6b547de2e035,2014-12-12,"Las Vegas, Nevada, USA"
UFC 181: Hendricks vs Lawler II,http://ufcstats.com/event-details/dfdd0c5dd0d4bc23,2014-12-06,"Las Vegas, Nevada, USA"
UFC Fight Night: Edgar vs Swanson,http://ufcstats.com/event-details/155a02a8b4311057,2014-11-22,"Austin, Texas, USA"
UFC 180: Werdum vs Hunt,http://ufcstats.com/event-details/59851163aaf1aed8,2014-11-15,"Mexico City, Distrito Federal, Mexico"
UFC Fight Night 56: Shogun vs Saint Preux,http://ufcstats.com/event-details/6ca68b636fbc1f18,2014-11-08,"Uberlandia, Minas Gerais, Brazil"
UFC Fight Night: Rockhold vs Bisping,http://ufcstats.com/event-details/371a1c91b24dec2b,2014-11-07,"Sydney, New South Wales, Australia"
UFC 179: Aldo vs Mendes 2,http://ufcstats.com/event-details/53f02bbc41d99432,2014-10-25,"Rio de Janeiro, Brazil"
UFC Fight Night: MacDonald vs Saffiedine,http://ufcstats.com/event-details/0313bf497de9c470,2014-10-04,"Halifax, Nova Scotia, Canada"
UFC Fight Night: Nelson vs Story,http://ufcstats.com/event-details/8dc4f34c1f50d00d,2014-10-04,"Stockholm, Sweden"
UFC 178: Johnson vs Cariaso,http://ufcstats.com/event-details/3bb030257966b022,2014-09-27,"Las Vegas, Nevada, USA"
UFC Fight Night: Hunt vs Nelson,http://ufcstats.com/event-details/2dea80c069847321,2014-09-20,"Saitama, Japan"
UFC Fight Night: Bigfoot vs Arlovski,http://ufcstats.com/event-details/a71feb7ea7592a71,2014-09-13,"Brasilia, Distrito Federal, Brazil"
UFC Fight Night: Jacare vs Mousasi,http://ufcstats.com/event-details/9bcfb40dbcd50568,2014-09-05,"Ledyard, Connecticut, USA"
UFC 177: Dillashaw vs Soto,http://ufcstats.com/event-details/269d103c96a4c3a5,2014-08-30,"Sacramento, California, USA"
UFC Fight Night: Henderson vs Dos Anjos,http://ufcstats.com/event-details/063649e21bc9d6d5,2014-08-23,"Tulsa, Oklahoma, USA"
UFC Fight Night: Bisping vs Le,http://ufcstats.com/event-details/770b9d4813c25902,2014-08-23,"Macau, China"
UFC Fight Night: Bader vs Saint Preux,http://ufcstats.com/event-details/fd7acf42bd6e7e95,2014-08-16,"Bangor, Maine, USA"
UFC on FOX: Lawler vs Brown,http://ufcstats.com/event-details/05fbfe628658c538,2014-07-26,"San Jose, California, USA"
UFC Fight Night: McGregor vs Brandao,http://ufcstats.com/event-details/073eee4e62f0d988,2014-07-19,"Dublin, Leinster, Ireland"
UFC Fight Night: Cowboy vs Miller,http://ufcstats.com/event-details/79ded75550efc139,2014-07-16,"Atlantic City, New Jersey, USA"
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,http://ufcstats.com/event-details/1c5879330d42255f,2014-07-06,"Las Vegas, Nevada, USA"
UFC 175: Weidman vs Machida,http://ufcstats.com/event-details/53adf5b845d91e4a,2014-07-05,"Las Vegas, Nevada, USA"
UFC Fight Night: Swanson vs Stephens,http://ufcstats.com/event-details/c0ed7b208197e8de,2014-06-28,"San Antonio, Texas, USA"
UFC Fight Night: Te Huna vs Marquardt,http://ufcstats.com/event-details/ac9521250dc1a14c,2014-06-28,"Auckland, New Zealand"
UFC 174: Johnson vs Bagautinov,http://ufcstats.com/event-details/5b5307450405abf0,2014-06-14,"Vancouver, British Columbia, Canada"
UFC Fight Night: Henderson vs Khabilov,http://ufcstats.com/event-details/1fcfc3709fe58151,2014-06-07,"Albuquerque, New Mexico, USA"
UFC Fight Night: Miocic vs Maldonado,http://ufcstats.com/event-details/59aaf2730b84698a,2014-05-31,"Sao Paulo, Brazil"
UFC Fight Night: Munoz vs Mousasi,http://ufcstats.com/event-details/b757c73f443d4fca,2014-05-31,"Berlin, Germany"
UFC 173: Barao vs Dillashaw,http://ufcstats.com/event-details/9ca265dfe8323db3,2014-05-24,"Las Vegas, Nevada, USA"
UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,2014-05-10,"Cincinnati, Ohio, USA"
UFC 172: Jones vs Teixeira,http://ufcstats.com/event-details/4f2fcbefb668689d,2014-04-26,"Baltimore, Maryland, USA"
UFC on FOX: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,2014-04-19,"Orlando, Florida, USA"
UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,2014-04-16,"Quebec City, Quebec, Canada"
UFC Fight Night: Minotauro vs Nelson,http://ufcstats.com/event-details/d632d156c0549e07,2014-04-11,"Abu Dhabi, United Arab Emirates"
UFC Fight Night: Shogun vs Henderson 2,http://ufcstats.com/event-details/d5f820c11a121050,2014-03-23,"Natal, Rio Grande do Norte, Brazil"
UFC 171: Hendricks vs Lawler,http://ufcstats.com/event-details/179f1948dc234f1f,2014-03-15,"Dallas, Texas, USA"
UFC Fight Night: Gustafsson vs Manuwa,http://ufcstats.com/event-details/ebc1f40e00e0c481,2014-03-08,"London, England, United Kingdom"
UFC Fight Night: Kim vs Hathaway,http://ufcstats.com/event-details/a26198ba5093147e,2014-03-01,"Macau, China"
UFC 170: Rousey vs McMann,http://ufcstats.com/event-details/3138fab619faf4d1,2014-02-22,"Las Vegas, Nevada, USA"
UFC Fight Night: Machida vs Mousasi,http://ufcstats.com/event-details/51b0bb73a1da34bc,2014-02-15,"Jaragua do Sul, Santa Catarina, Brazil"
UFC 169: Barao vs Faber 2,http://ufcstats.com/event-details/fc31f896cde2bc2e,2014-02-01,"Newark, New Jersey, USA"
UFC on FOX: Henderson vs Thomson,http://ufcstats.com/event-details/a8d521d913df4e31,2014-01-25,"Chicago, Illinois, USA"
UFC Fight Night: Rockhold vs Philippou,http://ufcstats.com/event-details/30a09e43f15f1d75,2014-01-15,"Duluth, Georgia, USA"
UFC Fight Night: Saffiedine vs Lim,http://ufcstats.com/event-details/e5c9de15bb58b1c6,2014-01-04,"Singapore, Singapore"
UFC 168: Weidman vs Silva 2,http://ufcstats.com/event-details/83d0de122f2f9664,2013-12-28,"Las Vegas, Nevada, USA"
UFC on FOX: Johnson vs. Benavidez 2,http://ufcstats.com/event-details/480b702debcb5433,2013-12-14,"Sacramento, California, USA"
UFC Fight Night: Hunt vs Bigfoot,http://ufcstats.com/event-details/ee457ef1e1c326c1,2013-12-06,"Brisbane, Queensland, Australia"
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,http://ufcstats.com/event-details/9a967e8e43dcef63,2013-11-30,"Las Vegas, Nevada, USA"
UFC 167: St-Pierre vs Hendricks,http://ufcstats.com/event-details/28f3c2258a1d8874,2013-11-16,"Las Vegas, Nevada, USA"
UFC Fight Night: Belfort vs Henderson 2,http://ufcstats.com/event-details/5d7c18191b8aa432,2013-11-09,"Goiania, Goias, Brazil"
UFC Fight Night: Fight for the Troops 3,http://ufcstats.com/event-details/35dc6220b113b7ec,2013-11-06,"Fort Campbell, Kentucky, USA"
UFC Fight Night: Machida vs Munoz,http://ufcstats.com/event-details/60884f31ead1609c,2013-10-26,"Manchester, England, United Kingdom"
UFC 166: Velasquez vs Dos Santos 3,http://ufcstats.com/event-details/eae4aec1a5a8ff01,2013-10-19,"Houston, Texas, USA"
UFC Fight Night: Maia vs Shields,http://ufcstats.com/event-details/43612456979e5d5e,2013-10-09,"Barueri, Sao Paulo, Brazil"
UFC 165: Jones vs Gustafsson,http://ufcstats.com/event-details/df5a77121ba84a5d,2013-09-21,"Toronto, Ontario, Canada"
UFC Fight Night: Teixeira vs Bader,http://ufcstats.com/event-details/b23fca14c7b79935,2013-09-04,"Belo Horizonte, Minas Gerais, Brazil"
UFC 164: Henderson vs Pettis 2,http://ufcstats.com/event-details/980b4e712489098e,2013-08-31,"Milwaukee, Wisconsin, USA"
UFC Fight Night: Condit vs Kampmann 2,http://ufcstats.com/event-details/e5c38954c006f15c,2013-08-28,"Indianapolis, Indiana, USA"
UFC Fight Night: Shogun vs Sonnen,http://ufcstats.com/event-details/cf1a88371c8cb690,2013-08-17,"Boston, Massachusetts, USA"
UFC 163: Aldo vs Jung,http://ufcstats.com/event-details/ebc5af72ad5a28cb,2013-08-03,"Rio de Janeiro, Brazil"
UFC on FOX: Johnson vs Moraga,http://ufcstats.com/event-details/5330fe7e4c3af81c,2013-07-27,"Seattle, Washington, USA"
UFC 162: Silva vs Weidman,http://ufcstats.com/event-details/e0b74df14f52cd15,2013-07-06,"Las Vegas, Nevada, USA"
UFC 161: Evans vs Henderson,http://ufcstats.com/event-details/8fd1f27e86661ede,2013-06-15,"Winnipeg, Manitoba, Canada"
UFC on FUEL TV: Nogueira vs. Werdum,http://ufcstats.com/event-details/7865707fd684d77b,2013-06-08,"Fortaleza, Ceara, Brazil"
UFC 160: Velasquez vs Silva 2,http://ufcstats.com/event-details/3c241737a6069b9f,2013-05-25,"Las Vegas, Nevada, USA"
UFC on FX: Belfort vs. Rockhold,http://ufcstats.com/event-details/030f08370fd1c2bb,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil"
UFC 159: Jones vs Sonnen,http://ufcstats.com/event-details/ea0ad155451ed1f5,2013-04-27,"Newark, New Jersey, USA"
UFC on FOX: Henderson vs Melendez,http://ufcstats.com/event-details/aa79d5399571068e,2013-04-20,"San Jose, California, USA"
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,http://ufcstats.com/event-details/ce47f49e5c386a9c,2013-04-13,"Las Vegas, Nevada, USA"
UFC on FUEL TV: Mousasi vs Latifi,http://ufcstats.com/event-details/6291ac0a3726732f,2013-04-06,"Stockholm, Sweden"
UFC 158: St-Pierre vs Diaz,http://ufcstats.com/event-details/f1b2a4365799c48b,2013-03-16,"Montreal, Quebec, Canada"
UFC on FUEL TV: Silva vs. Stann,http://ufcstats.com/event-details/83c6c3e0f8bde8ee,2013-03-02,"Saitama, Japan"
UFC 157: Rousey vs Carmouche,http://ufcstats.com/event-details/09c44b317c98bf96,2013-02-23,"Anaheim, California, USA"
UFC on FUEL TV: Barao vs McDonald,http://ufcstats.com/event-details/4679a38cced7c64a,2013-02-16,"London, England, United Kingdom"
UFC 156: Aldo vs Edgar,http://ufcstats.com/event-details/601cf40c09090853,2013-02-02,"Las Vegas, Nevada, USA"
UFC on FOX: Johnson vs Dodson,http://ufcstats.com/event-details/738acab0c6934dd8,2013-01-26,"Chicago, Illinois, USA"
UFC on FX: Belfort vs Bisping,http://ufcstats.com/event-details/56f4b81ec4db61af,2013-01-19,"Sao Paulo, Brazil"
UFC 155: Dos Santos vs Velasquez II,http://ufcstats.com/event-details/c6e6926a81adcd00,2012-12-29,"Las Vegas, Nevada, USA"
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,http://ufcstats.com/event-details/c6da1c24fe473418,2012-12-15,"Las Vegas, Nevada, USA"
UFC on FX: Sotiropoulos vs Pearson,http://ufcstats.com/event-details/e8c170a64dc920ac,2012-12-14,"Gold Coast, Queensland, Australia"
UFC on FOX: Henderson vs Diaz,http://ufcstats.com/event-details/d1e6a6536ee62517,2012-12-08,"Seattle, Washington, USA"
UFC 154: St-Pierre vs Condit,http://ufcstats.com/event-details/d41937647eae9a34,2012-11-17,"Montreal, Quebec, Canada"
UFC Macao: Franklin vs Le,http://ufcstats.com/event-details/319fa1bd3176bded,2012-11-10,"Macau, China"
UFC 153: Silva vs Bonnar,http://ufcstats.com/event-details/96d173b7f92aa520,2012-10-13,"Rio de Janeiro, Brazil"
UFC on FX: Browne vs Bigfoot,http://ufcstats.com/event-details/6a0b80a24f22e152,2012-10-05,"Minneapolis, Minnesota, USA"
UFC on FUEL TV: Struve vs Miocic,http://ufcstats.com/event-details/6cbb7661c3258617,2012-09-29,"Nottingham, England, United Kingdom"
UFC 152: Jones vs Belfort,http://ufcstats.com/event-details/53e533db1b8e9712,2012-09-22,"Toronto, Ontario, Canada"
UFC 150: Henderson vs Edgar II,http://ufcstats.com/event-details/3c48019bc387b80c,2012-08-11,"Denver, Colorado, USA"
UFC on FOX: Shogun vs Vera,http://ufcstats.com/event-details/f62850b3c7480db9,2012-08-04,"Los Angeles, California, USA"
UFC 149: Faber vs Barao,http://ufcstats.com/event-details/abbc4fc02e0d84b3,2012-07-21,"Calgary, Alberta, Canada"
UFC on FUEL TV: Munoz vs Weidman,http://ufcstats.com/event-details/d3b5ad3b15a64a18,2012-07-11,"San Jose, California, USA"
UFC 148: Silva vs Sonnen 2,http://ufcstats.com/event-details/e8efeb9cf33b1941,2012-07-07,"Las Vegas, Nevada, USA"
UFC 147: Silva vs Franklin 2,http://ufcstats.com/event-details/3da19339ee7051d5,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil"
UFC on FX: Maynard vs Guida,http://ufcstats.com/event-details/505934897b8b4824,2012-06-22,"Atlantic City, New Jersey, USA"
UFC on FX: Johnson vs McCall,http://ufcstats.com/event-details/49590e0508b2c19f,2012-06-08,"Sunrise, Florida, USA"
The Ultimate Fighter: Live Finale,http://ufcstats.com/event-details/96087e90d900f0ef,2012-06-01,"Las Vegas, Nevada, USA"
UFC 146: Dos Santos vs Mir,http://ufcstats.com/event-details/4985113c0928aa62,2012-05-26,"Las Vegas, Nevada, USA"
UFC on FUEL TV: Korean Zombie vs Poirier,http://ufcstats.com/event-details/8caca5857ce0e30b,2012-05-15,"Fairfax, Virginia, USA"
UFC on FOX: Diaz vs Miller,http://ufcstats.com/event-details/5898357a45a73674,2012-05-05,"East Rutherford, New Jersey, USA"
UFC 145: Jones vs Evans,http://ufcstats.com/event-details/155bfc7ed36622df,2012-04-21,"Atlanta, Georgia, USA"
UFC on FUEL TV: Gustafsson vs Silva,http://ufcstats.com/event-details/21f2974fd08085e3,2012-04-14,"Stockholm, Sweden"
UFC on FX: Alves vs Kampmann,http://ufcstats.com/event-details/b5ea750025697880,2012-03-02,"Sydney, New South Wales, Australia"
UFC 144: Edgar vs Henderson,http://ufcstats.com/event-details/8377c5572cb356f3,2012-02-25,"Saitama, Japan"
UFC on FUEL TV: Sanchez vs Ellenberger,http://ufcstats.com/event-details/0a97691039c4bbfb,2012-02-15,"Omaha, Nebraska, USA"
UFC 143: Diaz vs Condit,http://ufcstats.com/event-details/df2cf66d8c0123db,2012-02-04,"Las Vegas, Nevada, USA"
UFC on FOX: Evans vs Davis,http://ufcstats.com/event-details/c3c23c99477c041b,2012-01-28,"Chicago, Illinois, USA"
UFC on FX: Guillard vs Miller,http://ufcstats.com/event-details/4d74641fac830182,2012-01-20,"Nashville, Tennessee, USA"
UFC 142: Aldo vs Mendes,http://ufcstats.com/event-details/18524b46c570730b,2012-01-14,"Rio de Janeiro, Brazil"
UFC 141: Lesnar vs Overeem,http://ufcstats.com/event-details/91720876db0ee468,2011-12-30,"Las Vegas, Nevada, USA"
UFC 140: Jones vs Machida,http://ufcstats.com/event-details/6d7886b094b471ac,2011-12-10,"Toronto, Ontario, Canada"
The Ultimate Fighter: Team Bisping vs Team Miller Finale,http://ufcstats.com/event-details/1f5f75658551f2d3,2011-12-03,"Las Vegas, Nevada, USA"
UFC 139: Shogun vs Henderson,http://ufcstats.com/event-details/0ec821423baa26bd,2011-11-19,"San Jose, California, USA"
UFC on FOX: Velasquez vs Dos Santos,http://ufcstats.com/event-details/1c061eb6e29eaa0a,2011-11-12,"Anaheim, California, USA"
UFC 138: Leben vs Munoz,http://ufcstats.com/event-details/e780ccc79a209985,2011-11-05,"Birmingham, England, United Kingdom"
UFC 137: Penn vs Diaz,http://ufcstats.com/event-details/8788beb528894f33,2011-10-29,"Las Vegas, Nevada, USA"
UFC 136: Edgar vs Maynard 3,http://ufcstats.com/event-details/7d5b12de1625984e,2011-10-08,"Houston, Texas, USA"
UFC Live: Cruz vs Johnson,http://ufcstats.com/event-details/44f9c777fed7ca03,2011-10-01,"Washington, DC, USA"
UFC 135: Jones vs Rampage,http://ufcstats.com/event-details/73ef22f25d0f70e2,2011-09-24,"Denver, Colorado, USA"
UFC Fight Night: Shields vs Ellenberger,http://ufcstats.com/event-details/1ffc38f67785797b,2011-09-17,"New Orleans, Louisiana, USA"
UFC 134: Silva vs Okami,http://ufcstats.com/event-details/18968f97ad34f15c,2011-08-27,"Rio de Janeiro, Brazil"
UFC Live: Hardy vs Lytle,http://ufcstats.com/event-details/4c8d6fde2dde07c4,2011-08-14,"Milwaukee, Wisconsin, USA"
UFC 133: Evans vs Ortiz 2,http://ufcstats.com/event-details/f1f9e48a0d150757,2011-08-06,"Philadelphia, Pennsylvania, USA"
UFC 132: Cruz vs Faber,http://ufcstats.com/event-details/83fd97284f4bb4a4,2011-07-02,"Las Vegas, Nevada, USA"
UFC Live: Kongo vs Barry,http://ufcstats.com/event-details/d023ae89a2a4a41e,2011-06-26,"Pittsburgh, Pennsylvania, USA"
UFC 131: Dos Santos vs Carwin,http://ufcstats.com/event-details/aac5ac38148f0528,2011-06-11,"Vancouver, British Columbia, Canada"
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,http://ufcstats.com/event-details/3ba3b5cc94498437,2011-06-04,"Las Vegas, Nevada, USA"
UFC 130: Rampage vs Hamill,http://ufcstats.com/event-details/b732b326c362fb62,2011-05-28,"Las Vegas, Nevada, USA"
UFC 129: St-Pierre vs Shields,http://ufcstats.com/event-details/2db7fa8db6bc9632,2011-04-30,"Toronto, Ontario, Canada"
UFC Fight Night: Nogueira vs Davis,http://ufcstats.com/event-details/8a59d346dc976a10,2011-03-26,"Seattle, Washington, USA"
UFC 128: Shogun vs Jones,http://ufcstats.com/event-details/1411c630ba711b64,2011-03-19,"Newark, New Jersey, USA"
UFC Live: Sanchez vs Kampmann,http://ufcstats.com/event-details/a54fc2d6fc224dc3,2011-03-03,"Louisville, Kentucky, USA"
UFC 127: Penn vs Fitch,http://ufcstats.com/event-details/88a9bc81271ccd89,2011-02-26,"Sydney, New South Wales, Australia"
UFC 126: Silva vs Belfort,http://ufcstats.com/event-details/65ddc8a9ac4e8531,2011-02-05,"Las Vegas, Nevada, USA"
UFC Fight Night: Fight for the Troops 2,http://ufcstats.com/event-details/282fa667ff9c51ed,2011-01-22,"Killeen, Texas, USA"
UFC 125: Resolution,http://ufcstats.com/event-details/d1152823307d7e7c,2011-01-01,"Las Vegas, Nevada, USA"
UFC 124: St-Pierre vs Koscheck 2,http://ufcstats.com/event-details/132f860d02953f4c,2010-12-11,"Montreal, Quebec, Canada"
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,http://ufcstats.com/event-details/5d7bdab5e03e3216,2010-12-04,"Las Vegas, Nevada, USA"
UFC 123: Rampage vs Machida,http://ufcstats.com/event-details/dd992d569aaebee6,2010-11-20,"Auburn Hills, Michigan, USA"
UFC 122: Marquardt vs Okami,http://ufcstats.com/event-details/0ff11cc094e887bc,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany"
UFC 121: Lesnar vs Velasquez,http://ufcstats.com/event-details/afdb76fbd86f6d11,2010-10-23,"Anaheim, California, USA"
UFC 120: Bisping vs Akiyama,http://ufcstats.com/event-details/d512d9f204059f57,2010-10-16,"London, England, United Kingdom"
UFC 119: Mir vs Cro Cop,http://ufcstats.com/event-details/ad32471f01e7b1a5,2010-09-25,"Indianapolis, Indiana, USA"
UFC Fight Night: Marquardt vs Palhares,http://ufcstats.com/event-details/acff437707625fc7,2010-09-15,"Austin, Texas, USA"
UFC 118: Edgar vs Penn 2,http://ufcstats.com/event-details/054defd5420a551f,2010-08-28,"Boston, Massachusetts, USA"
UFC 117: Silva vs Sonnen,http://ufcstats.com/event-details/2f3f12002564bb55,2010-08-07,"Oakland, California, USA"
UFC Live: Jones vs Matyushenko,http://ufcstats.com/event-details/f12f979b657ab876,2010-08-01,"San Diego, California, USA"
UFC 116: Lesnar vs Carwin,http://ufcstats.com/event-details/140745cbbcb023ac,2010-07-03,"Las Vegas, Nevada, USA"
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,http://ufcstats.com/event-details/9bcf8603ceb25680,2010-06-19,"Las Vegas, Nevada, USA"
UFC 115: Liddell vs Franklin,http://ufcstats.com/event-details/cfb65863d5099327,2010-06-12,"Vancouver, British Columbia, Canada"
UFC 114: Rampage vs Evans,http://ufcstats.com/event-details/bfc2fc38a0e20211,2010-05-29,"Las Vegas, Nevada, USA"
UFC 113: Machida vs Shogun 2,http://ufcstats.com/event-details/d0c29452d3272603,2010-05-08,"Montreal, Quebec, Canada"
UFC 112: Invincible,http://ufcstats.com/event-details/24b033b3daf1c9df,2010-04-10,"Abu Dhabi, United Arab Emirates"
UFC Fight Night: Florian vs Gomi,http://ufcstats.com/event-details/3ed134d85dfbd7b4,2010-03-31,"Charlotte, North Carolina, USA"
UFC 111: St-Pierre vs Hardy,http://ufcstats.com/event-details/c80095f6092271a7,2010-03-27,"Newark, New Jersey, USA"
UFC Live: Vera vs Jones,http://ufcstats.com/event-details/3795fca327cbcf23,2010-03-21,"Broomfield, Colorado, USA"
UFC 110: Nogueira vs Velasquez,http://ufcstats.com/event-details/49efbdc6c9f650c4,2010-02-20,"Sydney, New South Wales, Australia"
UFC 109: Relentless,http://ufcstats.com/event-details/15edcf67ccf5be84,2010-02-06,"Las Vegas, Nevada, USA"
UFC Fight Night: Maynard vs Diaz,http://ufcstats.com/event-details/58bc81376286b3d3,2010-01-11,"Fairfax, Virginia, USA"
UFC 108: Evans vs Silva,http://ufcstats.com/event-details/a6d8bfe9e0c8153b,2010-01-02,"Las Vegas, Nevada, USA"
UFC 107: Penn vs Sanchez,http://ufcstats.com/event-details/821cd80aab70d5f9,2009-12-12,"Memphis, Tennessee, USA"
The Ultimate Fighter: Heavyweights Finale,http://ufcstats.com/event-details/91d73ee59347ac16,2009-12-05,"Las Vegas, Nevada, USA"
UFC 106: Ortiz vs Griffin 2,http://ufcstats.com/event-details/84a067c46306a737,2009-11-21,"Las Vegas, Nevada, USA"
UFC 105: Couture vs Vera,http://ufcstats.com/event-details/fa8b9e6b0c2269f8,2009-11-14,"Manchester, England, United Kingdom"
UFC 104: Machida vs Shogun,http://ufcstats.com/event-details/7c0847d3854a95f2,2009-10-24,"Los Angeles, California, USA"
UFC 103: Franklin vs Belfort,http://ufcstats.com/event-details/896c322f56b8be5a,2009-09-19,"Dallas, Texas, USA"
UFC Fight Night: Diaz vs Guillard,http://ufcstats.com/event-details/a8ea84cbe1655f0a,2009-09-16,"Oklahoma City, Oklahoma, USA"
UFC 102: Couture vs Nogueira,http://ufcstats.com/event-details/c6a33ff198aaaeeb,2009-08-29,"Portland, Oregon, USA"
UFC 101: Declaration,http://ufcstats.com/event-details/48d1f690b763934c,2009-08-08,"Philadelphia, Pennsylvania, USA"
UFC 100,http://ufcstats.com/event-details/0ee783aa00e468f0,2009-07-11,"Las Vegas, Nevada, USA"
The Ultimate Fighter: United States vs. United Kingdom Finale,http://ufcstats.com/event-details/4908c5ee68a50ee5,2009-06-20,"Las Vegas, Nevada, USA"
UFC 99: The Comeback,http://ufcstats.com/event-details/cb6783c39c01d896,2009-06-13,"Cologne, North Rhine-Westphalia, Germany"
UFC 98: Evans vs Machida,http://ufcstats.com/event-details/c4b6099f0d25f75e,2009-05-23,"Las Vegas, Nevada, USA"
UFC 97: Redemption,http://ufcstats.com/event-details/1652f3213655b935,2009-04-18,"Montreal, Quebec, Canada"
UFC Fight Night: Condit vs Kampmann,http://ufcstats.com/event-details/04d5718ed2661e8c,2009-04-01,"Nashville, Tennessee, USA"
UFC 96: Jackson vs Jardine,http://ufcstats.com/event-details/29b5791e51e7e832,2009-03-07,"Columbus, Ohio, USA"
UFC 95: Sanchez vs Stevenson,http://ufcstats.com/event-details/7d21de9c6d7c98b2,2009-02-21,"London, England, United Kingdom"
UFC Fight Night: Lauzon vs Stephens,http://ufcstats.com/event-details/d1759b2b7be9be56,2009-02-07,"Tampa, Florida, USA"
UFC 94: St-Pierre vs Penn 2,http://ufcstats.com/event-details/2a542ee8a8b83559,2009-01-31,"Las Vegas, Nevada, USA"
UFC 93: Franklin vs Henderson,http://ufcstats.com/event-details/68c6cd5287b473a7,2009-01-17,"Dublin, Leinster, Ireland"
UFC 92: The Ultimate 2008,http://ufcstats.com/event-details/23ab42947c1990e3,2008-12-27,"Las Vegas, Nevada, USA"
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,http://ufcstats.com/event-details/ea398c802d9998ee,2008-12-13,"Las Vegas, Nevada, USA"
UFC Fight Night - Fight for the Troops,http://ufcstats.com/event-details/30cd319d39ee689b,2008-12-10,"Fayetteville, North Carolina, USA"
UFC 91: Couture vs Lesnar,http://ufcstats.com/event-details/a2b06ca02bca14c0,2008-11-15,"Las Vegas, Nevada, USA"
UFC 90: Silva vs Cote,http://ufcstats.com/event-details/c670aa48827d6be6,2008-10-25,"Rosemont, Illinois, USA"
UFC 89: Bisping vs Leben,http://ufcstats.com/event-details/312f47c3d2f83ffa,2008-10-18,"Birmingham, England, United Kingdom"
UFC Fight Night: Diaz vs Neer,http://ufcstats.com/event-details/279093302a6f44b3,2008-09-17,"Omaha, Nebraska, USA"
UFC 88: Breakthrough,http://ufcstats.com/event-details/0db70ca89e1c7374,2008-09-06,"Atlanta, Georgia, USA"
UFC 87: Seek And Destroy,http://ufcstats.com/event-details/19ffeb5e3fffd6d5,2008-08-09,"Minneapolis, Minnesota, USA"
UFC: Silva vs Irvin,http://ufcstats.com/event-details/46f11d15c0134fe3,2008-07-19,"Las Vegas, Nevada, USA"
UFC 86: Jackson vs Griffin,http://ufcstats.com/event-details/bf12aca029bfcc47,2008-07-05,"Las Vegas, Nevada, USA"
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,http://ufcstats.com/event-details/2299605af59fd309,2008-06-21,"Las Vegas, Nevada, USA"
UFC 85: Bedlam,http://ufcstats.com/event-details/2efbc83a6b9b7f86,2008-06-07,"London, England, United Kingdom"
